ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,ovBalls/6,id,inningId,ovBalls/7,ovBalls/8,ovBalls/9,ovBalls/10,ovBalls/11,ovBalls/12,ovBalls/13,bowlerId
19,.,1,6,.,.,.,,99741,2436,,,,,,,,1225
20,.,1,1,4,.,2,,99742,2436,,,,,,,,17105
21,1,.,.,.,.,.,,99743,2436,,,,,,,,21107
22,1,.,.,.,4,6,,99744,2436,,,,,,,,17106
23,2,.,.,2,.,.,,99745,2436,,,,,,,,21107
24,.,4,.,.,6,1,,99746,2436,,,,,,,,17106
25,.,.,1,.,.,.,,99747,2436,,,,,,,,21107
26,4,.,1,1,4,1,,99748,2436,,,,,,,,3002
27,.,.,.,.,.,.,,99749,2436,,,,,,,,17104
28,.,.,2,.,.,.,,99750,2436,,,,,,,,1225
29,.,1,.,1,1,.,,99751,2436,,,,,,,,17104
30,.,1,.,.,4,.,,99752,2436,,,,,,,,1225
31,.,1,1,.,.,.,,99753,2436,,,,,,,,17104
32,4,.,.,2,1,2,,99754,2436,,,,,,,,21107
33,6,1,.,4,1,4,,99755,2436,,,,,,,,4554
34,W,.,.,1,2,.,,99756,2436,,,,,,,,21107
35,.,.,.,.,.,.,,99757,2436,,,,,,,,17106
36,1,1,.,1,4,W,,99758,2436,,,,,,,,21107
37,1,1,.,6,1,.,,99759,2436,,,,,,,,1225
38,1,4,.,.,2,W,,99760,2436,,,,,,,,21107
39,1,.,1,1,.,.,,99761,2436,,,,,,,,1225
40,1,.,.,.,.,1Wd,2,99762,2436,,,,,,,,17104
41,1,1,1Wd,1,4,1,1,99763,2436,,,,,,,,1223
42,1,4,1,1,.,4,,99764,2436,,,,,,,,17104
43,1,1,4,1,1,1,,99765,2436,,,,,,,,17105
44,1,6,.,1,1,.,,99766,2436,,,,,,,,4554
45,1,1,1,W,.,1,,99767,2436,,,,,,,,17104
46,.,.,.,.,6,4,,99768,2436,,,,,,,,17105
47,.,1,6,1,1,1,,99769,2436,,,,,,,,17104
48,1,W,W,4,,,,99770,2436,,,,,,,,4554
1,4,.,.,.,3,.,,99771,2437,,,,,,,,102050
2,.,.,.,.,.,.,,99772,2437,,,,,,,,1417
3,.,.,.,4,.,.,,99773,2437,,,,,,,,102050
4,4,.,.,.,.,.,,99774,2437,,,,,,,,1417
5,.,.,1Wd,.,.,.,.,99775,2437,,,,,,,,102050
6,1,W,.,.,.,.,,99776,2437,,,,,,,,1650
7,2,.,.,1Wd,.,1,.,99777,2437,,,,,,,,102050
8,.,.,.,1,.,.,,99778,2437,,,,,,,,1650
9,.,1,.,.,.,4,,99779,2437,,,,,,,,102050
10,.,.,.,.,.,.,,99780,2437,,,,,,,,1650
11,.,.,.,.,W,W,,99781,2437,,,,,,,,1417
12,.,2,1,W,2,.,,99782,2437,,,,,,,,1650
13,4Nb,.,.,.,1Wd,.,.,99783,2437,.,,,,,,,1417
14,1,4,.,4,.,4,,99784,2437,,,,,,,,1650
15,.,4,1,.,4,1Wd,1,99785,2437,,,,,,,,1417
16,.,.,1,.,1,1,,99786,2437,,,,,,,,1418
17,.,1,1,.,.,1Wd,2Wd,99787,2437,.,,,,,,,5142
18,.,.,.,.,.,1,,99788,2437,,,,,,,,1418
19,1,.,1,1,4,1,,99789,2437,,,,,,,,5142
20,.,1,.,.,W,.,,99790,2437,,,,,,,,1418
21,.,.,.,.,1,1,,99791,2437,,,,,,,,5142
22,.,1,.,.,1,2,,99792,2437,,,,,,,,1418
23,.,.,.,1,.,.,,99793,2437,,,,,,,,1650
24,1,.,.,.,1,.,,99794,2437,,,,,,,,1418
25,.,4,.,.,1,.,,99795,2437,,,,,,,,1650
26,.,1,1,W,4Lb,1Wd,1Lb,99796,2437,,,,,,,,1418
27,.,.,.,1,.,1,,99797,2437,,,,,,,,102050
28,.,.,1,4,1,4,,99798,2437,,,,,,,,1418
29,.,.,.,.,.,4,,99799,2437,,,,,,,,102050
30,.,.,.,1,1Wd,1,1,99800,2437,,,,,,,,5562
31,.,1,4,.,1Wd,.,.,99801,2437,,,,,,,,1417
32,1,6,.,.,2,.,,99802,2437,,,,,,,,5562
33,.,.,1,1,.,W,,99803,2437,,,,,,,,1417
34,.,1,1,.,2,1Wd,.,99804,2437,,,,,,,,5562
35,.,.,.,.,.,1,,99805,2437,,,,,,,,1417
36,.,2,.,1,1,1,,99806,2437,,,,,,,,5562
37,.,W,.,1,.,.,,99807,2437,,,,,,,,1650
38,.,.,.,W,.,.,,99808,2437,,,,,,,,1418
39,1,1,.,.,1,.,,99809,2437,,,,,,,,1650
40,.,W,,,,,,99810,2437,,,,,,,,1418
1,.,.,.,.,3,.,,99811,2438,,,,,,,,21107
2,.,.,4,1,.,.,,99812,2438,,,,,,,,4558
3,.,.,.,1,4,.,,99813,2438,,,,,,,,21107
4,.,.,.,4,4,.,,99814,2438,,,,,,,,4558
5,1,4,1Wd,.,.,1,1,99815,2438,,,,,,,,17104
6,4,4,.,.,.,4,,99816,2438,,,,,,,,4558
7,.,.,.,.,.,.,,99817,2438,,,,,,,,17104
8,.,.,2,6,1Lb,.,,99818,2438,,,,,,,,1225
9,.,.,4,.,.,.,,99819,2438,,,,,,,,17104
10,.,.,1,4,4,6,,99820,2438,,,,,,,,1225
11,1,4,.,.,.,.,,99821,2438,,,,,,,,17104
12,.,.,.,1,1,.,,99822,2438,,,,,,,,21107
13,1,.,.,.,1,1,,99823,2438,,,,,,,,17104
14,.,4,.,1,.,4,,99824,2438,,,,,,,,21107
15,1,4,1,6,1,1,,99825,2438,,,,,,,,4558
16,4,.,1,.,.,.,,99826,2438,,,,,,,,17105
17,.,.,.,1Lb,.,6,,99827,2438,,,,,,,,17106
18,.,.,1,1,1,4,,99828,2438,,,,,,,,17105
19,.,1,.,1,.,.,,99829,2438,,,,,,,,17106
20,6,.,.,6,1Wd,1,1,99830,2438,,,,,,,,1225
21,.,1,4,.,6,.,,99831,2438,,,,,,,,17106
22,.,4Lb,.,.,.,.,,99832,2438,,,,,,,,4554
23,4,,,,,,,99833,2438,,,,,,,,17106
1,.,.,.,.,.,.,,99834,2439,,,,,,,,1781
2,.,.,.,.,.,.,,99835,2439,,,,,,,,2777
3,.,.,.,.,1,.,,99836,2439,,,,,,,,1781
4,4,1,.,6,1,.,,99837,2439,,,,,,,,2777
5,.,.,.,.,.,1,,99838,2439,,,,,,,,1781
6,.,2,.,4,.,4,,99839,2439,,,,,,,,2777
7,4,.,4,.,.,.,,99840,2439,,,,,,,,1781
8,1,1,.,W,4,.,,99841,2439,,,,,,,,17275
9,1,.,4,.,.,.,,99842,2439,,,,,,,,100520
10,.,3,1,2,.,.,,99843,2439,,,,,,,,17275
11,.,.,.,1,1,.,,99844,2439,,,,,,,,100520
12,W,.,.,.,.,.,,99845,2439,,,,,,,,17275
13,.,1,.,1,1,.,,99846,2439,,,,,,,,100520
14,1,1,.,1,.,.,,99847,2439,,,,,,,,17275
15,.,.,1,.,W,.,,99848,2439,,,,,,,,100520
16,2,.,1,1,.,1,,99849,2439,,,,,,,,17275
17,W,1,.,1Wd,.,1,.,99850,2439,,,,,,,,100520
18,1,1,1Lb,1,.,1,,99851,2439,,,,,,,,3123
19,.,1,.,4Lb,1,1,,99852,2439,,,,,,,,100520
20,3B,.,.,1,3,.,,99853,2439,,,,,,,,3123
21,1,1,2,6,.,.,,99854,2439,,,,,,,,17275
22,.,.,2,1,1,.,,99855,2439,,,,,,,,3123
23,1,2,1,1,.,4,,99856,2439,,,,,,,,21099
24,1,W,.,1B,.,.,,99857,2439,,,,,,,,3123
25,1,W,1,.,.,1,,99858,2439,,,,,,,,100520
26,.,.,1,1,1,.,,99859,2439,,,,,,,,3123
27,.,1,1,.,1,.,,99860,2439,,,,,,,,100520
28,1,2,1,.,1Wd,1,.,99861,2439,,,,,,,,3123
29,1,1Wd,.,.,1,.,1,99862,2439,,,,,,,,2777
30,.,.,.,1,.,4,,99863,2439,,,,,,,,17275
31,.,1Lb,.,.,.,1,,99864,2439,,,,,,,,2777
32,1,1,.,.,1,1,,99865,2439,,,,,,,,17275
33,.,4,6,.,.,1,,99866,2439,,,,,,,,2777
34,2,.,.,1,6,1,,99867,2439,,,,,,,,17275
35,.,.,.,.,.,1,,99868,2439,,,,,,,,1781
36,.,.,.,1,6,.,,99869,2439,,,,,,,,3007
37,.,1,.,.,.,1,,99870,2439,,,,,,,,1781
38,.,.,.,1,1,1,,99871,2439,,,,,,,,3007
39,.,4,.,.,6,6,,99872,2439,,,,,,,,1781
40,1,1,W,.,1,.,,99873,2439,,,,,,,,3007
41,.,.,.,.,.,1,,99874,2439,,,,,,,,100520
42,.,4,.,1,1,1,,99875,2439,,,,,,,,3007
43,.,.,1,6,4,1,,99876,2439,,,,,,,,21099
44,1,1,1,1,1,.,,99877,2439,,,,,,,,3007
45,.,1,.,1Wd,1,6,1,99878,2439,,,,,,,,2777
46,.,1,.,.,2,.,,99879,2439,,,,,,,,100520
47,1,1,1,1,6,1Wd,1,99880,2439,,,,,,,,2777
48,6,1,1,.,6,1,,99881,2439,,,,,,,,1781
49,1,1,2,1Wd,1,1,1,99882,2439,,,,,,,,2777
50,1,1W,1,1,4,W,,99883,2439,,,,,,,,1781
1,1Nb,4,4,1Wd,.,.,4,99884,2440,5Wd,4,,,,,,1652
2,4,.,.,4,.,.,,99885,2440,,,,,,,,102050
3,W,4,.,W,1Wd,.,.,99886,2440,,,,,,,,1652
4,.,.,.,1,1Wd,.,.,99887,2440,,,,,,,,102050
5,1Wd,.,.,.,W,1Wd,1,99888,2440,4,,,,,,,1652
6,.,.,4,.,.,1,,99889,2440,,,,,,,,102050
7,1Lb,1,.,.,.,.,,99890,2440,,,,,,,,1652
8,.,.,1,.,2,.,,99891,2440,,,,,,,,102050
9,W,1,4,.,.,4,,99892,2440,,,,,,,,1650
10,.,.,.,.,.,4,,99893,2440,,,,,,,,102050
11,2,.,6,1,W,.,,99894,2440,,,,,,,,1650
12,1,2,.,1,.,4,,99895,2440,,,,,,,,1418
13,.,1Wd,.,4,.,1,.,99896,2440,,,,,,,,1652
14,1,1,4,.,1,.,,99897,2440,,,,,,,,1418
15,.,.,.,1,.,.,,99898,2440,,,,,,,,1650
16,.,.,1,.,.,6,,99899,2440,,,,,,,,1418
17,1,1,.,1,4,.,,99900,2440,,,,,,,,1650
18,1,.,4,.,.,6,,99901,2440,,,,,,,,100190
19,.,.,1,.,.,.,,99902,2440,,,,,,,,1650
20,.,.,.,1,1,.,,99903,2440,,,,,,,,100190
21,4,1,.,1,4,1,,99904,2440,,,,,,,,5142
22,6,.,1,.,.,4,,99905,2440,,,,,,,,100190
23,2,.,.,.,2Nb,.,1,99906,2440,,,,,,,,102050
24,4,.,.,1,1,1,,99907,2440,,,,,,,,1418
25,.,1,.,.,.,4,,99908,2440,,,,,,,,102050
26,6,1,1,.,.,,,99909,2440,,,,,,,,1650
27,1,.,1,1,.,.,,99910,2440,,,,,,,,1652
28,W,1,.,.,.,1,,99911,2440,,,,,,,,1650
29,4,.,.,.,.,1,,99912,2440,,,,,,,,1652
30,1,.,1,.,.,.,,99913,2440,,,,,,,,1418
31,.,.,.,1,1,1,,99914,2440,,,,,,,,1652
32,.,.,.,.,1,.,,99915,2440,,,,,,,,1418
33,1,.,.,.,1,1,,99916,2440,,,,,,,,5562
34,1,1,.,.,.,2,,99917,2440,,,,,,,,1418
35,4,.,.,1,1,.,,99918,2440,,,,,,,,5562
36,.,1,1,1Lb,.,1,,99919,2440,,,,,,,,1418
37,1,2Nb,4,.,.,1,.,99920,2440,,,,,,,,100190
38,.,1,4,W,4,1Wd,1,99921,2440,,,,,,,,1418
39,.,1,.,1,1,.,,99922,2440,,,,,,,,1650
40,.,1,.,.,.,1,,99923,2440,,,,,,,,102050
41,1,.,.,.,.,.,,99924,2440,,,,,,,,1650
42,.,.,.,2,1,2,,99925,2440,,,,,,,,102050
43,1,1,.,4,2,2,,99926,2440,,,,,,,,5562
44,1,.,1,.,.,2,,99927,2440,,,,,,,,1418
45,1,.,1,.,2Wd,1Lb,1,99928,2440,,,,,,,,1652
46,1,.,.,.,1,.,,99929,2440,,,,,,,,1650
47,.,.,4,.,2Lb,5Wd,1Nb,99930,2440,4,,,,,,,1652
1,1,.,.,.,.,2,,99931,2441,,,,,,,,1781
2,.,.,4,.,.,.,,99932,2441,,,,,,,,2777
3,.,.,.,.,.,.,,99933,2441,,,,,,,,1781
4,4,.,.,.,1Lb,.,,99934,2441,,,,,,,,2777
5,4,.,1,.,.,.,,99935,2441,,,,,,,,1781
6,.,.,.,4,.,4,,99936,2441,,,,,,,,2777
7,.,1,.,.,.,.,,99937,2441,,,,,,,,1781
8,2,1Wd,1,.,.,1,1Wd,99938,2441,.,,,,,,,21099
9,.,.,.,.,.,.,,99939,2441,,,,,,,,1781
10,.,1Wd,1,4,.,4,4,99940,2441,,,,,,,,21099
11,.,.,.,1,1,2,,99941,2441,,,,,,,,100520
12,1,.,.,4,.,1,,99942,2441,,,,,,,,17275
13,.,.,.,1,.,1,,99943,2441,,,,,,,,100520
14,1,.,.,.,.,.,,99944,2441,,,,,,,,17275
15,1,4,W,.,1,.,,99945,2441,,,,,,,,100520
16,.,1,.,.,.,1,,99946,2441,,,,,,,,3007
17,.,.,.,.,W,1,,99947,2441,,,,,,,,100520
18,1,.,.,.,1,1Wd,.,99948,2441,,,,,,,,2777
19,.,.,.,1,1,.,,99949,2441,,,,,,,,100520
20,.,.,1,.,1,.,,99950,2441,,,,,,,,2777
21,.,.,1,1,.,.,,99951,2441,,,,,,,,3007
22,.,.,1,1Wd,1,.,1,99952,2441,,,,,,,,17275
23,.,.,.,1,4,.,,99953,2441,,,,,,,,1781
24,1,1,1,4,1,.,,99954,2441,,,,,,,,17275
25,.,.,1,1,2,.,,99955,2441,,,,,,,,1781
26,.,3,2,.,.,W,,99956,2441,,,,,,,,3007
27,.,.,1,.,.,.,,99957,2441,,,,,,,,100520
28,.,.,1,1,.,1,,99958,2441,,,,,,,,3007
29,1,W,.,.,4,.,,99959,2441,,,,,,,,100520
30,1,.,1,.,.,.,,99960,2441,,,,,,,,3007
31,.,.,.,.,1,.,,99961,2441,,,,,,,,5257
32,.,.,.,.,.,.,,99962,2441,,,,,,,,3007
33,1,1,.,1,.,2,,99963,2441,,,,,,,,5257
34,1,1,.,1,.,4,,99964,2441,,,,,,,,3007
35,1,.,.,.,1,2,,99965,2441,,,,,,,,5257
36,1,1,.,.,1,.,,99966,2441,,,,,,,,3007
37,1,.,2,.,.,.,,99967,2441,,,,,,,,5257
38,.,1,W,1,.,4,,99968,2441,,,,,,,,2777
39,.,2,1,4,.,4,,99969,2441,,,,,,,,100520
40,.,.,.,4,.,1,,99970,2441,,,,,,,,5257
41,.,.,.,.,.,1Wd,.,99971,2441,,,,,,,,100520
42,.,1,.,.,1,4,,99972,2441,,,,,,,,5257
43,4,.,4,2,.,.,,99973,2441,,,,,,,,2777
44,1,1,.,.,.,.,,99974,2441,,,,,,,,3007
45,4,1Wd,.,1,.,2,4,99975,2441,,,,,,,,2777
46,1,6,1,.,1,4,,99976,2441,,,,,,,,100520
47,1,1Wd,2,1,1Wd,.,6,99977,2441,6,,,,,,,1781
48,1,1,1,1,1,6,,99978,2441,,,,,,,,3007
49,W,4,4,3,6,.,,99979,2441,,,,,,,,1781
50,4,2Wd,6,.,1Wd,4,4,99980,2441,4,,,,,,,2777
1,1Wd,1Wd,.,1,.,1,.,99981,2442,1Wd,.,,,,,,21107
2,.,.,.,.,.,4,,99982,2442,,,,,,,,17104
3,W,.,.,.,.,.,,99983,2442,,,,,,,,21107
4,.,1,.,2,1,.,,99984,2442,,,,,,,,17104
5,.,.,.,.,.,.,,99985,2442,,,,,,,,21107
6,.,.,4,1Wd,.,.,1,99986,2442,,,,,,,,17104
7,.,6,.,.,.,.,,99987,2442,,,,,,,,21107
8,.,.,4,.,1,1,,99988,2442,,,,,,,,17104
9,1,4,.,.,.,1,,99989,2442,,,,,,,,21107
10,.,1,.,1Nb,4,3,.,99990,2442,,,,,,,,17104
11,1,.,.,1,.,.,,99991,2442,,,,,,,,1225
12,.,.,.,.,1,1,,99992,2442,,,,,,,,4558
13,.,.,.,.,.,2Lb,,99993,2442,,,,,,,,1225
14,.,.,1,.,4,.,,99994,2442,,,,,,,,4558
15,1,2,.,.,.,.,,99995,2442,,,,,,,,1225
16,1,.,2,1,.,6,,99996,2442,,,,,,,,4558
17,.,1,.,4,.,2,,99997,2442,,,,,,,,1225
18,1Wd,.,.,1,.,.,.,99998,2442,,,,,,,,17106
19,4,.,1,.,.,1,,99999,2442,,,,,,,,1225
20,1B,1,.,6,4,.,,100000,2442,,,,,,,,17106
21,1,1,1,2,1,1Wd,4,100001,2442,,,,,,,,4558
22,1Lb,.,1,1,.,1Wd,.,100002,2442,,,,,,,,17106
23,1,.,.,1,4,.,,100003,2442,,,,,,,,1223
24,.,.,1,6,1,1,,100004,2442,,,,,,,,17106
25,4,1,.,1,1,1,,100005,2442,,,,,,,,1223
26,2,1,1,1,1Nb,1Wd,.,100006,2442,6,,,,,,,21107
27,W,1,.,.,1,.,,100007,2442,,,,,,,,1225
28,.,2,1,1,4,1,,100008,2442,,,,,,,,21107
29,.,1,.,.,.,.,,100009,2442,,,,,,,,17106
30,.,1,4,.,.,.,,100010,2442,,,,,,,,17104
31,1,1Wd,.,1,.,.,1,100011,2442,,,,,,,,17106
32,.,W,.,.,.,1,,100012,2442,,,,,,,,17104
33,1,1,2,.,.,1,,100013,2442,,,,,,,,1225
34,4,4,1,.,.,.,,100014,2442,,,,,,,,17106
35,1,1Wd,.,1Wd,.,6,4,100015,2442,1,,,,,,,4558
36,.,.,2,.,6,.,,100016,2442,,,,,,,,1225
37,.,.,.,.,.,1,,100017,2442,,,,,,,,17106
38,1,1,1,1,4,1,,100018,2442,,,,,,,,1225
39,1,.,6,4,1,4,,100019,2442,,,,,,,,17106
40,.,.,1,.,.,1,,100020,2442,,,,,,,,17104
41,.,1,1,1Wd,.,.,1,100021,2442,,,,,,,,17105
42,1,.,6,4,.,4,,100022,2442,,,,,,,,21107
43,.,.,1,.,.,1,,100023,2442,,,,,,,,17105
44,1,1,4,W,1,.,,100024,2442,,,,,,,,21107
45,.,.,.,.,W,.,,100025,2442,,,,,,,,1225
46,4,.,1,1,W,4,,100026,2442,,,,,,,,21107
47,.,.,2,.,W,.,,100027,2442,,,,,,,,17106
48,.,.,4,,,,,100028,2442,,,,,,,,1223
1,.,.,1Wd,W,4,.,1,100029,2443,,,,,,,,17104
2,.,.,.,1,.,.,,100030,2443,,,,,,,,21107
3,.,4,.,.,4,.,,100031,2443,,,,,,,,17104
4,.,.,1,.,.,.,,100032,2443,,,,,,,,21107
5,4,.,.,.,.,1,,100033,2443,,,,,,,,17104
6,.,.,.,1,.,4,,100034,2443,,,,,,,,21107
7,4,4,.,1,.,.,,100035,2443,,,,,,,,17104
8,4,W,.,.,.,.,,100036,2443,,,,,,,,21107
9,.,1,1Lb,1,1,.,,100037,2443,,,,,,,,1225
10,1,.,.,.,.,.,,100038,2443,,,,,,,,21107
11,.,4Lb,.,.,.,.,,100039,2443,,,,,,,,1225
12,.,.,.,.,1,.,,100040,2443,,,,,,,,17104
13,.,1,.,.,1,.,,100041,2443,,,,,,,,1225
14,1,.,4,.,2,1,,100042,2443,,,,,,,,4558
15,.,.,.,.,1,.,,100043,2443,,,,,,,,1225
16,.,4,.,1,1,1,,100044,2443,,,,,,,,17106
17,.,.,1,.,.,.,,100045,2443,,,,,,,,1225
18,.,.,1,1,.,1,,100046,2443,,,,,,,,17106
19,.,.,.,.,.,1,,100047,2443,,,,,,,,1225
20,1,.,1,4,1,.,,100048,2443,,,,,,,,17106
21,.,.,1,.,1,.,,100049,2443,,,,,,,,4554
22,.,1Lb,.,W,1,.,,100050,2443,,,,,,,,17106
23,6,1,1,.,1,.,,100051,2443,,,,,,,,4554
24,.,1,1,4,.,1,,100052,2443,,,,,,,,17106
25,1,.,2,.,1,.,,100053,2443,,,,,,,,4558
26,.,1,.,.,.,.,,100054,2443,,,,,,,,21107
27,1Wd,1,.,.,.,.,.,100055,2443,,,,,,,,4558
28,1,W,.,.,1,1,,100056,2443,,,,,,,,21107
29,1,.,1,.,1,.,,100057,2443,,,,,,,,4558
30,1,.,1,6,1,1,,100058,2443,,,,,,,,17104
31,4,.,4,1,.,.,,100059,2443,,,,,,,,1225
32,.,.,1,4,1,.,,100060,2443,,,,,,,,4558
33,W,.,2,.,.,.,,100061,2443,,,,,,,,1225
34,.,.,1,.,1,2,,100062,2443,,,,,,,,4558
35,1,1,.,W,.,2,,100063,2443,,,,,,,,17104
36,.,.,1,.,2,.,,100064,2443,,,,,,,,17105
37,4,.,.,4,1,1,,100065,2443,,,,,,,,17104
38,.,.,.,.,2,.,,100066,2443,,,,,,,,1225
39,.,1,6,1,.,1,,100067,2443,,,,,,,,4558
40,.,.,.,.,.,1,,100068,2443,,,,,,,,17105
41,.,1,.,1,.,1,,100069,2443,,,,,,,,1225
42,.,1,.,4,.,.,,100070,2443,,,,,,,,17105
43,.,W,1,2,1,1,,100071,2443,,,,,,,,4558
44,1,6,1,.,.,1Wd,1,100072,2443,,,,,,,,17105
45,6,1,.,W,.,1,,100073,2443,,,,,,,,21107
46,1,1,1,1,1,1,,100074,2443,,,,,,,,17105
47,1Wd,W,.,1,.,.,2,100075,2443,,,,,,,,21107
48,1,1,1Lb,1,1,1,,100076,2443,,,,,,,,17104
49,.,1,1,W,,,,100077,2443,,,,,,,,21107
1,1,.,.,.,.,.,,100078,2444,,,,,,,,102050
2,.,4,.,.,4,1,,100079,2444,,,,,,,,1418
3,4,.,.,.,1,1,,100080,2444,,,,,,,,102050
4,.,.,4,.,.,.,,100081,2444,,,,,,,,1418
5,.,2,1,.,1,4,,100082,2444,,,,,,,,102050
6,1,.,.,.,.,.,,100083,2444,,,,,,,,1417
7,.,.,.,.,.,W,,100084,2444,,,,,,,,1650
8,1Nb,1,.,.,.,1Wd,1,100085,2444,.,,,,,,,1417
9,.,.,1,.,.,.,,100086,2444,,,,,,,,1650
10,1,1,.,2,.,.,,100087,2444,,,,,,,,1417
11,.,.,1,5Wd,.,4,2Wd,100088,2444,.,,,,,,,1650
12,.,.,1,1,W,.,,100089,2444,,,,,,,,1418
13,2,1,1,.,.,.,,100090,2444,,,,,,,,1417
14,1,.,2,.,.,1,,100091,2444,,,,,,,,1418
15,.,1,.,.,4,.,,100092,2444,,,,,,,,102050
16,1Nb,.,.,2,.,.,1,100093,2444,,,,,,,,5562
17,1,.,1,1,.,4,,100094,2444,,,,,,,,1650
18,1,.,.,.,6,4,,100095,2444,,,,,,,,5562
19,.,4,1,4,1,1,,100096,2444,,,,,,,,1650
20,1,1,.,1,1,.,,100097,2444,,,,,,,,1418
21,1,4,1,.,2,1,,100098,2444,,,,,,,,1143
22,1,.,W,.,1,1,,100099,2444,,,,,,,,1418
23,.,.,.,.,1,.,,100100,2444,,,,,,,,1650
24,1,1,.,.,6,1,,100101,2444,,,,,,,,1418
25,.,W,.,.,.,.,,100102,2444,,,,,,,,1650
26,.,1,.,.,1,.,,100103,2444,,,,,,,,1418
27,.,.,1,2,.,1,,100104,2444,,,,,,,,1417
28,.,.,W,.,.,.,,100105,2444,,,,,,,,1418
29,1,.,.,.,1,1,,100106,2444,,,,,,,,1417
30,.,1,.,.,4,.,,100107,2444,,,,,,,,1418
31,.,.,.,.,.,1,,100108,2444,,,,,,,,1417
32,.,1,.,.,1,.,,100109,2444,,,,,,,,102050
33,W,.,.,1,1,.,,100110,2444,,,,,,,,5562
34,.,1,.,.,W,.,,100111,2444,,,,,,,,102050
35,.,1,4,4,.,.,,100112,2444,,,,,,,,5562
36,.,.,2Wd,.,1,1,1,100113,2444,,,,,,,,102050
37,.,.,1Wd,W,4,1,1,100114,2444,,,,,,,,1650
38,2,4,4,1,W,.,,100115,2444,,,,,,,,102050
39,.,.,2,W,,,,100116,2444,,,,,,,,1650
1,2,1,.,.,.,.,,100117,2445,,,,,,,,1781
2,.,4,.,4,.,4,,100118,2445,,,,,,,,2777
3,.,.,1,.,.,.,,100119,2445,,,,,,,,1781
4,.,4,.,.,.,.,,100120,2445,,,,,,,,2777
5,.,.,.,.,.,.,,100121,2445,,,,,,,,1781
6,.,1Wd,4,.,.,.,.,100122,2445,,,,,,,,2777
7,4,.,1,1,2,.,,100123,2445,,,,,,,,1781
8,.,4,4,1,W,1,,100124,2445,,,,,,,,100520
9,1,.,.,.,.,1,,100125,2445,,,,,,,,5021
10,.,4,4,.,6,1,,100126,2445,,,,,,,,3007
11,1,1,.,.,1,.,,100127,2445,,,,,,,,5021
12,1,.,1,4,1,.,,100128,2445,,,,,,,,3007
13,.,6,.,1,.,1,,100129,2445,,,,,,,,5021
14,1,2,4,4,W,W,,100130,2445,,,,,,,,100520
15,1,1,2,.,.,.,,100131,2445,,,,,,,,5021
16,2,1,1,.,1Lb,2,,100132,2445,,,,,,,,100520
17,.,.,.,1,1,.,,100133,2445,,,,,,,,5021
18,.,2,.,.,4,.,,100134,2445,,,,,,,,100520
19,.,.,.,.,.,6,,100135,2445,,,,,,,,17275
20,.,2,.,1,.,.,,100136,2445,,,,,,,,1781
21,.,W,.,1,.,.,,100137,2445,,,,,,,,17275
22,.,.,W,.,1,1,,100138,2445,,,,,,,,100520
23,1,.,1,1,1,.,,100139,2445,,,,,,,,17275
24,.,1,.,.,.,4Lb,,100140,2445,,,,,,,,100520
25,.,1,.,1,.,1,,100141,2445,,,,,,,,17275
26,.,1,.,.,.,.,,100142,2445,,,,,,,,5021
27,.,.,1,2,4,.,,100143,2445,,,,,,,,17275
28,.,4B,.,1,.,1,,100144,2445,,,,,,,,5021
29,1,.,1,.,.,1,,100145,2445,,,,,,,,1781
30,.,.,4,1,.,.,,100146,2445,,,,,,,,5021
31,.,.,1,4,.,.,,100147,2445,,,,,,,,1781
32,.,4,1,1,.,.,,100148,2445,,,,,,,,5021
33,1,1,.,1,.,.,,100149,2445,,,,,,,,2777
34,1,.,.,1,.,.,,100150,2445,,,,,,,,100520
35,4,1,W,.,W,.,,100151,2445,,,,,,,,2777
36,.,.,.,1,.,.,,100152,2445,,,,,,,,100520
37,1,1,.,.,1,.,,100153,2445,,,,,,,,2777
38,4,4,1,.,.,.,,100154,2445,,,,,,,,17275
39,1,4,2,1Lb,W,.,,100155,2445,,,,,,,,2777
40,.,W,.,.,.,.,,100156,2445,,,,,,,,5021
41,.,1,.,.,.,.,,100157,2445,,,,,,,,100520
42,.,1,.,.,.,.,,100158,2445,,,,,,,,3007
43,1,1,1,1,1,.,,100159,2445,,,,,,,,100520
44,.,1,.,.,1,.,,100160,2445,,,,,,,,3007
45,.,1,.,1,.,1,,100161,2445,,,,,,,,2777
46,.,.,.,2,1,1,,100162,2445,,,,,,,,3007
47,W,,,,,,,100163,2445,,,,,,,,2777
1,.,.,1,.,.,.,,100164,2446,,,,,,,,102050
2,W,.,.,.,.,.,,100165,2446,,,,,,,,1650
3,.,.,.,.,.,1,,100166,2446,,,,,,,,102050
4,.,1,4,.,.,.,,100167,2446,,,,,,,,1650
5,2,2,.,.,1,.,,100168,2446,,,,,,,,102050
6,4,.,.,1,1,.,,100169,2446,,,,,,,,1417
7,.,.,1,.,W,.,,100170,2446,,,,,,,,102050
8,.,.,.,1,.,.,,100171,2446,,,,,,,,1417
9,4,.,.,4,1,.,,100172,2446,,,,,,,,102050
10,4,.,.,1,.,.,,100173,2446,,,,,,,,1417
11,.,.,W,1,.,.,,100174,2446,,,,,,,,1650
12,.,1Wd,.,.,1Wd,.,.,100175,2446,.,,,,,,,1417
13,.,1,.,1,.,.,,100176,2446,,,,,,,,1650
